saddr,uri,version,mtype,token_length,code,mid,token,options,data,data_length,observable,user_inserted
31.132.166.44,/info,1,2,2,2.05 Content,35885,a57e,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""c5842218-30f9-11e6-8115-71e81effee43"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Start II"",""version"":""0.3.5-1""}",130,3,False
31.132.166.44,/,1,2,2,4.04 Not Found,4595,dbcb,,,0,3,True
31.172.215.63,/register,1,2,2,4.05 Method Not Allowed,54632,8a58,,,0,3,False
31.172.215.63,/ndm/dis,1,2,2,4.00 Bad Request,46615,333b,,,0,3,False
31.172.215.63,/ndm/ci,1,2,2,4.00 Bad Request,10287,7b99,,0x1,3,3,False
31.172.215.63,/mirror,1,2,1,4.05 Method Not Allowed,34794,75,,,0,3,False
31.172.215.63,/uhp,1,2,2,4.05 Method Not Allowed,8997,7c60,,,0,3,False
31.172.215.63,/ndm/logout,1,2,2,4.05 Method Not Allowed,63716,d253,,,0,3,False
31.172.215.63,/ndm/login,1,2,2,4.05 Method Not Allowed,1875,4b9b,,,0,3,False
31.172.215.63,/info,1,2,2,2.05 Content,35886,a57f,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""ce7459ec-997c-11e6-8115-41f32cf67dfa"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130,3,False
31.172.215.63,/,1,2,2,4.04 Not Found,4596,dbcc,,,0,3,True
