saddr,uri,version,mtype,token_length,code,mid,token,options,data,data_length,observable,user_inserted
117.197.204.146,/device/inform,1.0,2.0,2.0,4.05 Method Not Allowed,64462.0,2f03,,,0.0,3.0,False
117.197.204.146,/device/inform/boot,1.0,2.0,2.0,2.05 Content,40671.0,329b,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194.0,3.0,False
117.197.204.146,/device/inform/bootstrap,1.0,2.0,2.0,2.05 Content,34731.0,4baf,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",192.0,3.0,False
117.197.204.146,/device/inform/data,1.0,2.0,2.0,2.05 Content,17835.0,18a7,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.197.204.146,/device/inform/heartbeat,1.0,2.0,2.0,2.05 Content,44613.0,b9f7,"{""CONTENT_FORMAT"": ""TEXT""}","{""respCode"":1}",14.0,3.0,False
117.197.204.146,/device/inform/offline,1.0,2.0,2.0,2.05 Content,25901.0,95cf,"{""CONTENT_FORMAT"": ""TEXT""}","{""respCode"":1}",14.0,3.0,False
117.197.204.146,/.well-known/core,1.0,2.0,2.0,2.05 Content,13768.0,be85,"{""CONTENT_FORMAT"": ""LINKFORMAT""}","</qlink>,</qlink/ack>;title=""Qlink-ACK Resource"",</qlink/request>;title=""Qlink-Request Resource"",</qlink/searchgw>;title=""SearchGW Resource"",</qlink/success>;title=""Qlink-Success Resource"",</qlink/wlantest>;title=""Qlink-WLAN Resource"",</gw>,</gw/query>,</gw/query/DiagnotorConnection>;title=""Connect To Diagnotor"",</gw/query/apdevices>;title=""Inform Data Resource"",</gw/query/config>;title=""config-properties Resource"",</basic>,</basic/regist>;title=""Qlink-Regist Resource"",</basic/show>;title=""Qlink-SHOW Resource"",</device>,</device/command>,</device/command/control>;title=""Device Control Resource"",</device/command/data>;title=""Control Data Resource"",</device/inform>,</device/inform/boot>;title=""Boot-Request Resource"",</device/inform/bootstrap>;title=""bootstrap-Request Resource"",</device/inform/data>;obs;title=""Inform Data Resource"",</device/inform/heartbeat>;title=""HeartBeat Resource"",</device/inform/offline>;title=""ChildDevice Offline Resource"",</.well-known/core>",976.0,3.0,False
117.197.204.146,/,1.0,2.0,2.0,2.05 Content,64239.0,94ec,"{""CONTENT_FORMAT"": ""TEXT""}","************************************************************
CoAP RFC 7252                                               
************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014, 2015, 2016 Institute for Pervasive Computing, ETH Zurich and others
************************************************************",448.0,3.0,True
101.94.248.212,/,1.0,2.0,2.0,2.05 Content,9032.0,87f3,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see https://libcoap.net)
Copyright (C) 2010--2019 Olaf Bergmann <bergmann@tzi.org> and others

",136.0,3.0,False
101.94.248.212,/qlink/searchdevice,,,,,,,,Network error: ConRetransmitsExceeded,,,
101.94.248.212,/qlink/netinfo,1.0,2.0,2.0,4.05 Method Not Allowed,14216.0,a053,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/qlink/searchack,1.0,2.0,2.0,4.05 Method Not Allowed,26700.0,64b6,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/device/command/unbind,1.0,2.0,2.0,4.05 Method Not Allowed,9593.0,4aef,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/device/command/file,1.0,2.0,2.0,4.05 Method Not Allowed,59112.0,ca79,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/device/command/log,1.0,2.0,2.0,4.05 Method Not Allowed,59440.0,ef27,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/device/command/selfdetect,1.0,2.0,2.0,4.05 Method Not Allowed,15674.0,8b44,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/qlink/searchdevice?true,1.0,2.0,2.0,4.05 Method Not Allowed,13682.0,7827,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/qlink/searchRouter?true,1.0,2.0,2.0,4.05 Method Not Allowed,1461.0,4686,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/qlink/guide?true,1.0,2.0,2.0,4.05 Method Not Allowed,8672.0,6670,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/qlink/request?true,1.0,2.0,2.0,4.05 Method Not Allowed,52976.0,1f00,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/device/inform/data,,,,,,,,Network error: ConRetransmitsExceeded,,,
101.94.248.212,/apdevice/control/WiFiParameterSync,1.0,2.0,2.0,4.05 Method Not Allowed,11185.0,5bd1,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/apdevice/control/WiFiSwitch,1.0,2.0,2.0,4.05 Method Not Allowed,59221.0,9cbf,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/apdevice/control/RadioConfig,1.0,2.0,2.0,4.05 Method Not Allowed,35213.0,9d4d,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/apdevice/control/WPS,1.0,2.0,2.0,4.05 Method Not Allowed,14585.0,81d3,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/apdevice/control/MacFilter,1.0,2.0,2.0,4.05 Method Not Allowed,49228.0,ecd8,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/apdevice/control/Reboot,1.0,2.0,2.0,4.05 Method Not Allowed,64463.0,2f04,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/apdevice/control/LEDControl,1.0,2.0,2.0,4.05 Method Not Allowed,40672.0,329c,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/apdevice/control/RoamingConfig,1.0,2.0,2.0,4.05 Method Not Allowed,34732.0,4bb0,,Method Not Allowed,18.0,2.0,False
101.94.248.212,/apdevice/query/ApConfigInfo,,,,,,,,Network error: ConRetransmitsExceeded,,,
101.94.248.212,/apdevice/query/UplinkStatus,1.0,2.0,2.0,2.05 Content,44614.0,b9f8,"{""CONTENT_FORMAT"": ""JSON""}","{
	""respCode"":	1001,
	""restCont"":	""invalid argument""
}",54.0,2.0,False
101.94.248.212,/apdevice/query/STAInfo,1.0,2.0,2.0,2.05 Content,25902.0,95d0,"{""CONTENT_FORMAT"": ""JSON""}","{
	""respCode"":	1001,
	""restCont"":	""invalid argument""
}",54.0,2.0,False
101.94.248.212,/apdevice/query/WiFiStats,1.0,2.0,2.0,2.05 Content,13769.0,be86,"{""CONTENT_FORMAT"": ""JSON""}","{
	""respCode"":	1001,
	""restCont"":	""invalid argument""
}",54.0,2.0,False
101.94.248.212,/apdevice/query/WiFiStatus,,,,,,,,Network error: ConRetransmitsExceeded,,,
101.94.248.212,/apdevice/query/WlanNeighborInfo,1.0,2.0,2.0,2.05 Content,18667.0,f8bd,"{""CONTENT_FORMAT"": ""JSON""}","{
	""data"":	{
		""Number"":	0,
		""Radios"":	[]
	},
	""deviceId"":	""""
}",64.0,2.0,False
112.209.44.91,/,1.0,2.0,2.0,2.05 Content,9033.0,87f4,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
112.209.44.91,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,4633.0,ca9d,,Method Not Allowed,18.0,3.0,False
112.209.44.91,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,14217.0,a054,,Method Not Allowed,18.0,3.0,False
112.209.44.91,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,26701.0,64b7,,Method Not Allowed,18.0,3.0,False
112.209.44.91,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,9594.0,4af0,,Method Not Allowed,18.0,3.0,False
112.209.44.91,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,59113.0,ca7a,,Method Not Allowed,18.0,3.0,False
112.209.44.91,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,59441.0,ef28,,Method Not Allowed,18.0,3.0,False
112.209.44.91,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,15675.0,8b45,,Method Not Allowed,18.0,3.0,False
112.209.44.91,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,13683.0,7828,,Method Not Allowed,18.0,3.0,False
112.209.44.91,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,1462.0,4687,,Method Not Allowed,18.0,3.0,False
112.209.44.91,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,8673.0,6671,,Method Not Allowed,18.0,3.0,False
112.209.44.91,/async,1.0,0.0,2.0,2.05 Content,7197.0,1f01,,done,4.0,3.0,False
122.53.44.255,/,1.0,2.0,2.0,2.05 Content,9034.0,87f5,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
122.53.44.255,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,4634.0,ca9e,,Method Not Allowed,18.0,3.0,False
122.53.44.255,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,14218.0,a055,,Method Not Allowed,18.0,3.0,False
122.53.44.255,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,26702.0,64b8,,Method Not Allowed,18.0,3.0,False
122.53.44.255,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,9595.0,4af1,,Method Not Allowed,18.0,3.0,False
122.53.44.255,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,59114.0,ca7b,,Method Not Allowed,18.0,3.0,False
122.53.44.255,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,59442.0,ef29,,Method Not Allowed,18.0,3.0,False
122.53.44.255,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,15676.0,8b46,,Method Not Allowed,18.0,3.0,False
122.53.44.255,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,13684.0,7829,,Method Not Allowed,18.0,3.0,False
122.53.44.255,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,1463.0,4688,,Method Not Allowed,18.0,3.0,False
122.53.44.255,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,8674.0,6672,,Method Not Allowed,18.0,3.0,False
122.53.44.255,/async,1.0,0.0,2.0,2.05 Content,7197.0,1f02,,done,4.0,3.0,False
103.159.50.188,/fw,1.0,0.0,2.0,4.01 Unauthorized,60677.0,87f6,,,0.0,3.0,False
103.159.50.188,/efento,1.0,2.0,2.0,4.00 Bad Request,4635.0,ca9f,,,0.0,3.0,False
103.159.50.188,/efento/c,1.0,2.0,2.0,4.00 Bad Request,14219.0,a056,,,0.0,3.0,False
103.159.50.188,/efento/i,1.0,2.0,2.0,4.00 Bad Request,26703.0,64b9,,,0.0,3.0,False
103.159.50.188,/efento/m,1.0,2.0,2.0,4.00 Bad Request,9596.0,4af2,,,0.0,3.0,False
103.159.50.188,/efento/t,1.0,2.0,2.0,2.05 Content,59115.0,ca7c,"{""OBSERVE"": ""0""}",ia,4.0,1.0,False
103.159.50.188,/sw,1.0,0.0,2.0,4.01 Unauthorized,29070.0,ef2a,,,0.0,3.0,False
103.159.50.188,/api,1.0,2.0,2.0,4.05 Method Not Allowed,15677.0,8b47,,,0.0,3.0,False
103.159.50.188,/api/v1,1.0,2.0,2.0,4.00 Bad Request,13685.0,782a,,,0.0,3.0,False
103.159.50.188,/.well-known/core,1.0,2.0,2.0,2.05 Content,1464.0,4689,"{""CONTENT_FORMAT"": ""LINKFORMAT""}","</fw>,</efento>,</efento/c>,</efento/i>,</efento/m>,</efento/t>,</sw>,</api>,</api/v1>,</.well-known/core>",106.0,3.0,False
103.159.50.188,/,1.0,2.0,2.0,2.05 Content,8675.0,6673,"{""CONTENT_FORMAT"": ""TEXT""}","****************************************************************
CoAP RFC 7252
****************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014-2021 Institute for Pervasive Computing, ETH Zurich and others
****************************************************************",406.0,3.0,True
111.8.237.114,/qlink,1.0,2.0,2.0,4.05 Method Not Allowed,9036.0,87f7,,,0.0,3.0,False
111.8.237.114,/qlink/searchgw,1.0,2.0,2.0,4.00 Bad Request,4636.0,caa0,"{""CONTENT_FORMAT"": ""TEXT""}",not soupport GET,16.0,3.0,False
111.8.237.114,/device,1.0,2.0,2.0,4.05 Method Not Allowed,14220.0,a057,,,0.0,3.0,False
111.8.237.114,/device/inform,1.0,2.0,2.0,4.05 Method Not Allowed,26704.0,64ba,,,0.0,3.0,False
111.8.237.114,/device/inform/boot,1.0,2.0,2.0,4.00 Bad Request,9597.0,4af3,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194.0,3.0,False
111.8.237.114,/device/inform/bootstrap,1.0,2.0,2.0,4.00 Bad Request,59116.0,ca7d,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceMac"":""AABBCCDDEEFF"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",191.0,3.0,False
111.8.237.114,/device/inform/data,1.0,2.0,2.0,4.00 Bad Request,59444.0,ef2b,"{""CONTENT_FORMAT"": ""TEXT""}",should post ,12.0,3.0,False
111.8.237.114,/device/inform/heartbeat,1.0,2.0,2.0,4.00 Bad Request,15678.0,8b48,"{""CONTENT_FORMAT"": ""TEXT""}","should post example,{
""deviceId"": ""deviceId""

}",47.0,3.0,False
111.8.237.114,/device/inform/offline,1.0,2.0,2.0,4.00 Bad Request,13686.0,782b,"{""CONTENT_FORMAT"": ""TEXT""}",should post ,12.0,3.0,False
111.8.237.114,/ekit,1.0,2.0,2.0,4.05 Method Not Allowed,1465.0,468a,,,0.0,3.0,False
111.8.237.114,/ekit/boot,1.0,2.0,2.0,4.00 Bad Request,8676.0,6674,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194.0,3.0,False
111.8.237.114,/ekit/bootstrap,1.0,2.0,2.0,4.00 Bad Request,52979.0,1f03,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceMac"":""AABBCCDDEEFF"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",191.0,3.0,False
111.8.237.114,/ekit/heartbeat,1.0,2.0,2.0,4.00 Bad Request,30698.0,d46e,"{""CONTENT_FORMAT"": ""TEXT""}","should post example,{
""deviceId"": ""deviceId""

}",47.0,3.0,False
111.8.237.114,/ekit/searchgw,1.0,2.0,2.0,4.00 Bad Request,11186.0,5bd2,"{""CONTENT_FORMAT"": ""TEXT""}",not soupport GET,16.0,3.0,False
111.8.237.114,/.well-known/core,1.0,2.0,2.0,2.05 Content,59222.0,9cc0,"{""CONTENT_FORMAT"": ""LINKFORMAT""}","</qlink>,</qlink/searchgw>,</device>,</device/inform>,</device/inform/boot>,</device/inform/bootstrap>,</device/inform/data>,</device/inform/heartbeat>,</device/inform/offline>,</ekit>,</ekit/boot>,</ekit/bootstrap>,</ekit/heartbeat>,</ekit/searchgw>,</.well-known/core>",270.0,3.0,False
111.8.237.114,/,1.0,2.0,2.0,2.05 Content,35214.0,9d4e,"{""CONTENT_FORMAT"": ""TEXT""}","************************************************************
CoAP RFC 7252                                               
************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014, 2015, 2016 Institute for Pervasive Computing, ETH Zurich and others
************************************************************",448.0,3.0,True
111.23.25.14,/qlink,1.0,2.0,2.0,4.05 Method Not Allowed,9037.0,87f8,,,0.0,3.0,False
111.23.25.14,/qlink/ack,,,,,,,,Network error: MessageError,,,
111.23.25.14,/qlink/request,1.0,2.0,2.0,2.05 Content,14221.0,a058,"{""CONTENT_FORMAT"": ""TEXT""}","should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",242.0,3.0,False
111.23.25.14,/qlink/searchgw,1.0,2.0,2.0,2.05 Content,26705.0,64bb,"{""CONTENT_FORMAT"": ""TEXT""}","{""result"":1}",12.0,3.0,False
111.23.25.14,/qlink/success,1.0,2.0,2.0,2.05 Content,9598.0,4af4,"{""CONTENT_FORMAT"": ""TEXT""}",,0.0,3.0,False
111.23.25.14,/qlink/wlantest,,,,,,,,Network error: ConRetransmitsExceeded,,,
111.23.25.14,/gw,1.0,2.0,2.0,4.05 Method Not Allowed,59445.0,ef2c,,,0.0,3.0,False
111.23.25.14,/gw/query,1.0,2.0,2.0,4.05 Method Not Allowed,15679.0,8b49,,,0.0,3.0,False
111.23.25.14,/gw/query/DiagnotorConnection,1.0,2.0,2.0,2.05 Content,13687.0,782c,"{""CONTENT_FORMAT"": ""TEXT""}","010_7813E0DD84B0{""apmsOnlineStatus"":0}",38.0,3.0,False
111.23.25.14,/gw/query/apdevices,1.0,2.0,2.0,2.05 Content,1466.0,468b,"{""CONTENT_FORMAT"": ""TEXT""}","{""APDevices"":[]}",16.0,3.0,False
111.23.25.14,/gw/query/config,1.0,2.0,2.0,2.05 Content,8677.0,6675,"{""CONTENT_FORMAT"": ""TEXT""}","""respCode"":1",12.0,3.0,False
111.23.25.14,/basic,1.0,2.0,2.0,4.05 Method Not Allowed,52980.0,1f04,,,0.0,3.0,False
111.23.25.14,/basic/regist,1.0,2.0,2.0,2.05 Content,30699.0,d46f,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",80.0,3.0,False
111.23.25.14,/basic/show,1.0,2.0,2.0,2.05 Content,11187.0,5bd3,"{""CONTENT_FORMAT"": ""TEXT""}","userIp:null
SUCCESS_RESP:
userDevices:
toLinkDevices:
",54.0,3.0,False
111.23.25.14,/device,1.0,2.0,2.0,4.05 Method Not Allowed,59223.0,9cc1,,,0.0,3.0,False
111.23.25.14,/device/command,1.0,2.0,2.0,4.05 Method Not Allowed,35215.0,9d4f,,,0.0,3.0,False
111.23.25.14,/device/command/control,1.0,2.0,2.0,2.05 Content,14586.0,81d4,"{""CONTENT_FORMAT"": ""TEXT""}","{""respCode"":1}",14.0,3.0,False
111.23.25.14,/device/command/data,1.0,2.0,2.0,2.05 Content,49229.0,ecd9,"{""CONTENT_FORMAT"": ""TEXT""}",[],2.0,3.0,False
111.23.25.14,/device/inform,1.0,2.0,2.0,4.05 Method Not Allowed,64464.0,2f05,,,0.0,3.0,False
111.23.25.14,/device/inform/boot,1.0,2.0,2.0,2.05 Content,40673.0,329d,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194.0,3.0,False
111.23.25.14,/device/inform/bootstrap,1.0,2.0,2.0,2.05 Content,34733.0,4bb1,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",192.0,3.0,False
111.23.25.14,/device/inform/data,1.0,2.0,2.0,2.05 Content,17837.0,18a9,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
111.23.25.14,/device/inform/heartbeat,1.0,2.0,2.0,2.05 Content,44615.0,b9f9,"{""CONTENT_FORMAT"": ""TEXT""}","{""respCode"":1}",14.0,3.0,False
111.23.25.14,/device/inform/offline,1.0,2.0,2.0,2.05 Content,25903.0,95d1,"{""CONTENT_FORMAT"": ""TEXT""}","{""respCode"":1}",14.0,3.0,False
111.23.25.14,/.well-known/core,1.0,2.0,2.0,2.05 Content,13770.0,be87,"{""CONTENT_FORMAT"": ""LINKFORMAT""}","</qlink>,</qlink/ack>;title=""Qlink-ACK Resource"",</qlink/request>;title=""Qlink-Request Resource"",</qlink/searchgw>;title=""SearchGW Resource"",</qlink/success>;title=""Qlink-Success Resource"",</qlink/wlantest>;title=""Qlink-WLAN Resource"",</gw>,</gw/query>,</gw/query/DiagnotorConnection>;title=""Connect To Diagnotor"",</gw/query/apdevices>;title=""Inform Data Resource"",</gw/query/config>;title=""config-properties Resource"",</basic>,</basic/regist>;title=""Qlink-Regist Resource"",</basic/show>;title=""Qlink-SHOW Resource"",</device>,</device/command>,</device/command/control>;title=""Device Control Resource"",</device/command/data>;title=""Control Data Resource"",</device/inform>,</device/inform/boot>;title=""Boot-Request Resource"",</device/inform/bootstrap>;title=""bootstrap-Request Resource"",</device/inform/data>;obs;title=""Inform Data Resource"",</device/inform/heartbeat>;title=""HeartBeat Resource"",</device/inform/offline>;title=""ChildDevice Offline Resource"",</.well-known/core>",976.0,3.0,False
111.23.25.14,/,1.0,2.0,2.0,2.05 Content,64241.0,94ee,"{""CONTENT_FORMAT"": ""TEXT""}","************************************************************
CoAP RFC 7252                                               
************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014, 2015, 2016 Institute for Pervasive Computing, ETH Zurich and others
************************************************************",448.0,3.0,True
124.104.56.135,/,1.0,2.0,2.0,2.05 Content,9038.0,87f9,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
124.104.56.135,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,4638.0,caa2,,Method Not Allowed,18.0,3.0,False
124.104.56.135,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,14222.0,a059,,Method Not Allowed,18.0,3.0,False
124.104.56.135,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,26706.0,64bc,,Method Not Allowed,18.0,3.0,False
124.104.56.135,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,9599.0,4af5,,Method Not Allowed,18.0,3.0,False
124.104.56.135,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,59118.0,ca7f,,Method Not Allowed,18.0,3.0,False
124.104.56.135,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,59446.0,ef2d,,Method Not Allowed,18.0,3.0,False
124.104.56.135,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,15680.0,8b4a,,Method Not Allowed,18.0,3.0,False
124.104.56.135,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,13688.0,782d,,Method Not Allowed,18.0,3.0,False
124.104.56.135,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,1467.0,468c,,Method Not Allowed,18.0,3.0,False
124.104.56.135,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,8678.0,6676,,Method Not Allowed,18.0,3.0,False
124.104.56.135,/async,1.0,0.0,2.0,2.05 Content,7197.0,1f05,,done,4.0,3.0,False
112.202.188.167,/,1.0,2.0,2.0,2.05 Content,9039.0,87fa,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
112.202.188.167,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,4639.0,caa3,,Method Not Allowed,18.0,3.0,False
