saddr,uri,version,mtype,token_length,code,mid,token,options,data,data_length,observable,user_inserted
49.148.137.14,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,11187.0,536d,,Method Not Allowed,18.0,3.0,False
49.148.137.14,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,9142.0,d1dc,,Method Not Allowed,18.0,3.0,False
49.148.137.14,/async,1.0,0.0,2.0,2.05 Content,7197.0,122e,,done,4.0,3.0,False
49.145.126.27,/,1.0,2.0,2.0,2.05 Content,42003.0,bf1b,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
49.145.126.27,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,58811.0,860b,,Method Not Allowed,18.0,3.0,False
49.145.126.27,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,33604.0,2249,,Method Not Allowed,18.0,3.0,False
49.145.126.27,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,28066.0,b150,,Method Not Allowed,18.0,3.0,False
49.145.126.27,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,64115.0,9490,,Method Not Allowed,18.0,3.0,False
49.145.126.27,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,39222.0,705d,,Method Not Allowed,18.0,3.0,False
49.145.126.27,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,36163.0,fc4c,,Method Not Allowed,18.0,3.0,False
49.145.126.27,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,28078.0,fc50,,Method Not Allowed,18.0,3.0,False
49.145.126.27,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,27732.0,24cd,,Method Not Allowed,18.0,3.0,False
49.145.126.27,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,11188.0,536e,,Method Not Allowed,18.0,3.0,False
49.145.126.27,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,9143.0,d1dd,,Method Not Allowed,18.0,3.0,False
49.145.126.27,/async,1.0,0.0,2.0,2.05 Content,29719.0,122f,,done,4.0,3.0,False
61.184.39.59,/.well-known/core,1.0,2.0,2.0,2.05 Content,42004.0,bf1c,"{""CONTENT_FORMAT"": ""LINKFORMAT""}","</.well-known/core>,</qlink>,</qlink/netinfo>;title=""qlink-netinfo Resource"",</qlink/searchack>;title=""qlink-searchack Resource""",128.0,3.0,False
61.184.39.59,/qlink,1.0,2.0,2.0,4.05 Method Not Allowed,58812.0,860c,,,0.0,3.0,False
61.184.39.59,/qlink/netinfo,1.0,2.0,2.0,4.05 Method Not Allowed,33605.0,224a,,,0.0,3.0,False
61.184.39.59,/qlink/searchack,1.0,2.0,2.0,4.05 Method Not Allowed,28067.0,b151,,,0.0,3.0,False
61.184.39.59,/,1.0,2.0,2.0,2.05 Content,64116.0,9491,"{""CONTENT_FORMAT"": ""TEXT""}","************************************************************
CoAP RFC 7252                                         Cf 0.0
************************************************************
This server is using the Californium (Cf) CoAP framework
published by the Eclipse Foundation under EPL+EDL:
http://www.eclipse.org/californium/

(c) 2014, Institute for Pervasive Computing, ETH Zurich
Contact: Matthias Kovatsch <kovatsch@inf.ethz.ch>
************************************************************",494.0,3.0,True
49.144.23.32,/,1.0,2.0,2.0,2.05 Content,42005.0,bf1d,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
49.144.23.32,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,58813.0,860d,,Method Not Allowed,18.0,3.0,False
49.144.23.32,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,33606.0,224b,,Method Not Allowed,18.0,3.0,False
49.144.23.32,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,28068.0,b152,,Method Not Allowed,18.0,3.0,False
49.144.23.32,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,64117.0,9492,,Method Not Allowed,18.0,3.0,False
49.144.23.32,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,39223.0,705e,,Method Not Allowed,18.0,3.0,False
49.144.23.32,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,36164.0,fc4d,,Method Not Allowed,18.0,3.0,False
49.144.23.32,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,28079.0,fc51,,Method Not Allowed,18.0,3.0,False
49.144.23.32,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,27733.0,24ce,,Method Not Allowed,18.0,3.0,False
49.144.23.32,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,11189.0,536f,,Method Not Allowed,18.0,3.0,False
49.144.23.32,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,9144.0,d1de,,Method Not Allowed,18.0,3.0,False
49.144.23.32,/async,1.0,0.0,2.0,2.05 Content,7197.0,1230,,done,4.0,3.0,False
46.159.18.21,/register,1.0,2.0,2.0,4.05 Method Not Allowed,42006.0,bf1e,,,0.0,3.0,False
46.159.18.21,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,58814.0,860e,,,0.0,3.0,False
46.159.18.21,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,33607.0,224c,,0x1,3.0,3.0,False
46.159.18.21,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,28069.0,b153,,,0.0,3.0,False
46.159.18.21,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,64118.0,9493,,,0.0,3.0,False
46.159.18.21,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,39224.0,705f,,,0.0,3.0,False
46.159.18.21,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,36165.0,fc4e,,,0.0,3.0,False
46.159.18.21,/info,1.0,2.0,2.0,2.05 Content,28080.0,fc52,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""d91a1dea-787b-11e6-8115-05efc16c67c7"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130.0,3.0,False
46.159.18.21,/,1.0,2.0,2.0,4.04 Not Found,27734.0,24cf,,,0.0,3.0,True
60.215.161.215,/qlink/searchdevice,1.0,2.0,2.0,4.05 Method Not Allowed,42007.0,bf1f,,Method Not Allowed,18.0,3.0,False
60.215.161.215,/qlink/netinfo,1.0,2.0,2.0,4.05 Method Not Allowed,58815.0,860f,,Method Not Allowed,18.0,3.0,False
60.215.161.215,/,1.0,2.0,2.0,4.04 Not Found,33608.0,224d,,Not Found,9.0,3.0,True
49.144.27.10,/,1.0,2.0,2.0,2.05 Content,42008.0,bf20,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
49.144.27.10,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,58816.0,8610,,Method Not Allowed,18.0,3.0,False
49.144.27.10,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,33609.0,224e,,Method Not Allowed,18.0,3.0,False
49.144.27.10,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,28070.0,b154,,Method Not Allowed,18.0,3.0,False
49.144.27.10,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,64119.0,9494,,Method Not Allowed,18.0,3.0,False
49.144.27.10,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,39225.0,7060,,Method Not Allowed,18.0,3.0,False
49.144.27.10,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,36166.0,fc4f,,Method Not Allowed,18.0,3.0,False
49.144.27.10,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,28081.0,fc53,,Method Not Allowed,18.0,3.0,False
49.144.27.10,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,27735.0,24d0,,Method Not Allowed,18.0,3.0,False
49.144.27.10,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,11190.0,5370,,Method Not Allowed,18.0,3.0,False
49.144.27.10,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,9145.0,d1df,,Method Not Allowed,18.0,3.0,False
49.144.27.10,/async,1.0,0.0,2.0,2.05 Content,7197.0,1231,,done,4.0,3.0,False
49.144.221.29,/,1.0,2.0,2.0,2.05 Content,42009.0,bf21,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
49.144.221.29,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,58817.0,8611,,Method Not Allowed,18.0,3.0,False
49.144.221.29,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,33610.0,224f,,Method Not Allowed,18.0,3.0,False
49.144.221.29,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,28071.0,b155,,Method Not Allowed,18.0,3.0,False
49.144.221.29,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,64120.0,9495,,Method Not Allowed,18.0,3.0,False
49.144.221.29,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,39226.0,7061,,Method Not Allowed,18.0,3.0,False
49.144.221.29,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,36167.0,fc50,,Method Not Allowed,18.0,3.0,False
49.144.221.29,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,28082.0,fc54,,Method Not Allowed,18.0,3.0,False
49.144.221.29,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,27736.0,24d1,,Method Not Allowed,18.0,3.0,False
49.144.221.29,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,11191.0,5371,,Method Not Allowed,18.0,3.0,False
49.144.221.29,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,9146.0,d1e0,,Method Not Allowed,18.0,3.0,False
49.144.221.29,/async,1.0,0.0,2.0,2.05 Content,7197.0,1232,,done,4.0,3.0,False
42.178.52.142,/qlink/searchdevice,1.0,2.0,2.0,4.05 Method Not Allowed,42010.0,bf22,,Method Not Allowed,18.0,3.0,False
42.178.52.142,/qlink/netinfo,1.0,2.0,2.0,4.05 Method Not Allowed,58818.0,8612,,Method Not Allowed,18.0,3.0,False
42.178.52.142,/,1.0,2.0,2.0,4.04 Not Found,33611.0,2250,,Not Found,9.0,3.0,True
36.154.225.106,/qlink,1.0,2.0,2.0,4.05 Method Not Allowed,42011.0,bf23,,,0.0,3.0,False
36.154.225.106,/qlink/ack,,,,,,,,Network error: MessageError,,,
36.154.225.106,/qlink/request,1.0,2.0,2.0,2.05 Content,33612.0,2251,"{""CONTENT_FORMAT"": ""TEXT""}","should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",242.0,3.0,False
36.154.225.106,/qlink/searchgw,,,,,,,,Network error: ConRetransmitsExceeded,,,
36.154.225.106,/qlink/success,1.0,2.0,2.0,2.05 Content,64121.0,9496,"{""CONTENT_FORMAT"": ""TEXT""}",,0.0,3.0,False
36.154.225.106,/qlink/wlantest,,,,,,,,Network error: ConRetransmitsExceeded,,,
36.154.225.106,/gw,1.0,2.0,2.0,4.05 Method Not Allowed,36168.0,fc51,,,0.0,3.0,False
36.154.225.106,/gw/query,1.0,2.0,2.0,4.05 Method Not Allowed,28083.0,fc55,,,0.0,3.0,False
36.154.225.106,/gw/query/DiagnotorConnection,1.0,2.0,2.0,2.05 Content,27737.0,24d2,"{""CONTENT_FORMAT"": ""TEXT""}",010_8C1850166268,16.0,3.0,False
36.154.225.106,/gw/query/apdevices,1.0,2.0,2.0,2.05 Content,11192.0,5372,"{""CONTENT_FORMAT"": ""TEXT""}","{""APDevices"":[]}",16.0,3.0,False
36.154.225.106,/basic,1.0,2.0,2.0,4.05 Method Not Allowed,9147.0,d1e1,,,0.0,3.0,False
36.154.225.106,/basic/heartbeat,1.0,2.0,2.0,2.05 Content,20032.0,1233,"{""CONTENT_FORMAT"": ""TEXT""}",heartBeatTime:30000,19.0,3.0,False
36.154.225.106,/basic/regist,1.0,2.0,2.0,2.05 Content,61210.0,f0d8,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",80.0,3.0,False
36.154.225.106,/basic/show,1.0,2.0,2.0,2.05 Content,21408.0,8595,"{""CONTENT_FORMAT"": ""TEXT""}","userIp:null
SUCCESS_RESP:
userDevices:
toLinkDevices:
",54.0,3.0,False
36.154.225.106,/device,1.0,2.0,2.0,4.05 Method Not Allowed,53598.0,b3ef,,,0.0,3.0,False
36.154.225.106,/device/command,1.0,2.0,2.0,4.05 Method Not Allowed,5496.0,d8f6,,,0.0,3.0,False
36.154.225.106,/device/command/control,1.0,2.0,2.0,2.05 Content,19145.0,da03,"{""CONTENT_FORMAT"": ""TEXT""}","should post example,",20.0,3.0,False
36.154.225.106,/device/command/data,1.0,2.0,2.0,2.05 Content,60836.0,222e,"{""CONTENT_FORMAT"": ""TEXT""}",[],2.0,3.0,False
36.154.225.106,/device/inform,1.0,2.0,2.0,4.05 Method Not Allowed,35851.0,fd3b,,,0.0,3.0,False
36.154.225.106,/device/inform/boot,1.0,2.0,2.0,2.05 Content,9537.0,0e6e,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194.0,3.0,False
36.154.225.106,/device/inform/bootstrap,1.0,2.0,2.0,2.05 Content,6146.0,5cd6,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",192.0,3.0,False
36.154.225.106,/device/inform/data,1.0,2.0,2.0,2.05 Content,13613.0,ace9,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
36.154.225.106,/device/inform/heartbeat,1.0,2.0,2.0,2.05 Content,53830.0,808e,"{""CONTENT_FORMAT"": ""TEXT""}","should post example,",20.0,3.0,False
36.154.225.106,/device/inform/offline,1.0,2.0,2.0,2.05 Content,65436.0,aed6,"{""CONTENT_FORMAT"": ""TEXT""}","should post example,",20.0,3.0,False
36.154.225.106,/.well-known/core,1.0,2.0,2.0,2.05 Content,50041.0,1f77,"{""CONTENT_FORMAT"": ""LINKFORMAT""}","</qlink>,</qlink/ack>;title=""Qlink-ACK Resource"",</qlink/request>;title=""Qlink-Request Resource"",</qlink/searchgw>;title=""SearchGW Resource"",</qlink/success>;title=""Qlink-Success Resource"",</qlink/wlantest>;title=""Qlink-WLAN Resource"",</gw>,</gw/query>,</gw/query/DiagnotorConnection>;title=""Connect To Diagnotor"",</gw/query/apdevices>;title=""Inform Data Resource"",</basic>,</basic/heartbeat>;title=""Basic-heartbeat Resource"",</basic/regist>;title=""Qlink-Regist Resource"",</basic/show>;title=""Qlink-SHOW Resource"",</device>,</device/command>,</device/command/control>;title=""Device Control Resource"",</device/command/data>;title=""Control Data Resource"",</device/inform>,</device/inform/boot>;title=""Boot-Request Resource"",</device/inform/bootstrap>;title=""bootstrap-Request Resource"",</device/inform/data>;obs;title=""Inform Data Resource"",</device/inform/heartbeat>;title=""HeartBeat Resource"",</device/inform/offline>;title=""ChildDevice Offline Resource"",</.well-known/core>",974.0,3.0,False
36.154.225.106,/,1.0,2.0,2.0,2.05 Content,45295.0,021d,"{""CONTENT_FORMAT"": ""TEXT""}","************************************************************
CoAP RFC 7252                                               
************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014, 2015, 2016 Institute for Pervasive Computing, ETH Zurich and others
************************************************************",448.0,3.0,True
58.245.247.79,/,1.0,2.0,2.0,2.05 Content,42012.0,bf24,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see https://libcoap.net)
Copyright (C) 2010--2019 Olaf Bergmann <bergmann@tzi.org> and others

",136.0,3.0,False
58.245.247.79,/qlink/searchdevice,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/qlink/netinfo,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/qlink/searchack,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/device/command/unbind,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/device/command/file,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/aoslink/Discovery,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/device/command/log,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/device/command/selfdetect,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/qlink/searchdevice?true,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/qlink/searchRouter?true,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/qlink/guide?true,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/qlink/request?true,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/device/inform/data,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/qlink/regist?true,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/qlink/success?true,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/apdevice/control/WiFiParameterSync,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/apdevice/control/WiFiSwitch,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/apdevice/control/RadioConfig,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/apdevice/control/WPS,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/apdevice/control/MacFilter,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/apdevice/control/Reboot,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/apdevice/control/LEDControl,,,,,,,,Network error: ConRetransmitsExceeded,,,
58.245.247.79,/apdevice/control/RoamingConfig,,,,,,,,Network error: ConRetransmitsExceeded,,,
