saddr,uri,version,mtype,token_length,code,mid,token,options,data,data_length,observable,user_inserted
223.85.65.136,/device/inform/offline,1.0,2.0,2.0,2.05 Content,24432.0,21e6,"{""CONTENT_FORMAT"": ""TEXT""}","{""respCode"":1}",14.0,3.0,False
223.85.65.136,/device/inform/requestSync,1.0,2.0,2.0,2.05 Content,9196.0,8a73,"{""CONTENT_FORMAT"": ""TEXT""}","{""respCode"":1}",14.0,3.0,False
223.85.65.136,/.well-known/core,1.0,2.0,2.0,2.05 Content,51811.0,5155,"{""CONTENT_FORMAT"": ""LINKFORMAT"", ""SIZE2"": ""BlockwiseTuple(block_number=2, more=False, size_exponent=5)"", ""BLOCK2"": ""1098""}","</qlink>,</qlink/ack>;title=""Qlink-ACK Resource"",</qlink/queryGwExt>;title=""queryGwExt Resource"",</qlink/request>;title=""Qlink-Request Resource"",</qlink/searchgw>;title=""SearchGW Resource"",</qlink/success>;title=""Qlink-Success Resource"",</qlink/wlantest>;title=""Qlink-WLAN Resource"",</gw>,</gw/query>,</gw/query/DiagnotorConnection>;title=""Connect To Diagnotor"",</gw/query/apdevices>;title=""apdevices Data Resource"",</gw/query/config>;title=""config-properties Resource"",</basic>,</basic/regist>;title=""Qlink-Regist Resource"",</basic/show>;title=""Qlink-SHOW Resource"",</device>,</device/command>,</device/command/control>;title=""Device Control Resource"",</device/command/data>;title=""Control Data Resource"",</device/inform>,</device/inform/boot>;title=""Boot-Request Resource"",</device/inform/bootstrap>;title=""bootstrap-Request Resource"",</device/inform/data>;obs;title=""Inform Data Resource"",</device/inform/heartbeat>;title=""HeartBeat Resource"",</device/inform/offline>;title=""ChildDevice Offline Resource"",</device/inform/requestSync>;title=""AP device request synchronization"",</.well-known/core>",1098.0,3.0,False
223.85.65.136,/,1.0,2.0,2.0,2.05 Content,24407.0,ad65,"{""CONTENT_FORMAT"": ""TEXT""}","****************************************************************
CoAP RFC 7252
****************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014-2020 Institute for Pervasive Computing, ETH Zurich and others
****************************************************************",406.0,3.0,True
193.138.176.41,/register,1.0,2.0,2.0,4.05 Method Not Allowed,1773.0,0d3a,,,0.0,3.0,False
193.138.176.41,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,55937.0,5109,,,0.0,3.0,False
193.138.176.41,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,60517.0,f777,,0x1,3.0,3.0,False
193.138.176.41,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,60141.0,6317,,,0.0,3.0,False
193.138.176.41,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,48382.0,f2c0,,,0.0,3.0,False
193.138.176.41,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,40323.0,1cf8,,,0.0,3.0,False
193.138.176.41,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,53530.0,bf4e,,,0.0,3.0,False
193.138.176.41,/info,1.0,2.0,2.0,2.05 Content,732.0,2c10,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""b929176e-db7e-11e6-8115-a99155c1f3d6"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Start II"",""version"":""0.3.5-1""}",130.0,3.0,False
193.138.176.41,/,1.0,2.0,2.0,4.04 Not Found,8480.0,ef44,,,0.0,3.0,True
211.142.65.202,/,1.0,2.0,2.0,2.05 Content,1774.0,0d3b,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see https://libcoap.net)
Copyright (C) 2010--2019 Olaf Bergmann <bergmann@tzi.org> and others

",136.0,3.0,False
211.142.65.202,/qlink/searchdevice,1.0,2.0,2.0,4.05 Method Not Allowed,55938.0,510a,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/qlink/netinfo,1.0,2.0,2.0,4.05 Method Not Allowed,60518.0,f778,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/qlink/searchack,1.0,2.0,2.0,4.05 Method Not Allowed,60142.0,6318,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/device/command/unbind,1.0,2.0,2.0,4.05 Method Not Allowed,48383.0,f2c1,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/device/command/file,1.0,2.0,2.0,4.05 Method Not Allowed,40324.0,1cf9,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/device/command/log,1.0,2.0,2.0,4.05 Method Not Allowed,53531.0,bf4f,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/device/command/selfdetect,1.0,2.0,2.0,4.05 Method Not Allowed,733.0,2c11,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/qlink/searchdevice?true,1.0,2.0,2.0,4.05 Method Not Allowed,8481.0,ef45,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/qlink/searchRouter?true,1.0,2.0,2.0,4.05 Method Not Allowed,64878.0,a62e,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/qlink/guide?true,1.0,2.0,2.0,4.05 Method Not Allowed,34385.0,5f21,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/qlink/request?true,1.0,2.0,2.0,4.05 Method Not Allowed,2057.0,c776,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/apdevice/control/WiFiParameterSync,1.0,2.0,2.0,4.05 Method Not Allowed,38403.0,4b5e,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/apdevice/control/WiFiSwitch,1.0,2.0,2.0,4.05 Method Not Allowed,2954.0,126e,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/apdevice/control/RadioConfig,1.0,2.0,2.0,4.05 Method Not Allowed,60148.0,8c93,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/apdevice/control/WPS,1.0,2.0,2.0,4.05 Method Not Allowed,13704.0,7b49,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/apdevice/control/MacFilter,1.0,2.0,2.0,4.05 Method Not Allowed,3646.0,d3b2,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/apdevice/control/Reboot,1.0,2.0,2.0,4.05 Method Not Allowed,61318.0,0d99,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/apdevice/control/LEDControl,1.0,2.0,2.0,4.05 Method Not Allowed,2915.0,bfda,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/apdevice/control/RoamingConfig,1.0,2.0,2.0,4.05 Method Not Allowed,37704.0,f780,,Method Not Allowed,18.0,2.0,False
211.142.65.202,/apdevice/query/ApConfigInfo,1.0,2.0,2.0,2.05 Content,36399.0,6ed5,"{""CONTENT_FORMAT"": ""JSON""}","{
	""data"":	{
		""hardwareVersion"":	""V1.0.0"",
		""softwareVersion"":	""V1.0.1"",
		""WorkingMode"":	1,
		""FlashSize"":	128,
		""RamSize"":	256,
		""CPUOccupancyRate"":	1,
		""RamOccupancyRate"":	26,
		""UpTime"":	""14186687"",
		""MacFilterEnable"":	0,
		""MacFilterPolicy"":	0,
		""MacFilterEntries"":	"""",
		""LEDOnOff"":	1,
		""BandSteeringStatus"":	0,
		""RoamingSwitch"":	0,
		""LowRSSI2.4G"":	-75,
		""LowRSSI5G"":	-80,
		""IPv6ConnStatus"":	""Connected"",
		""IPv6IPAddressOrigin"":	""AutoConfigured"",
		""IPv6IPAddress"":	"""",
		""IPv6DNSServers"":	"""",
		""IPv6PrefixDelegationEnabled"":	""TRUE"",
		""IPv6PrefixOrigin"":	"""",
		""IPv6Prefix"":	"""",
		""IPv6PrefixPltime"":	0,
		""IPv6PrefixVltime"":	0,
		""DefaultIPv6Gateway"":	"""",
		""Dslite_Enable"":	""FALSE"",
		""SyncStatus"":	0,
		""Radios"":	[{
				""Radio"":	""2.4G"",
				""Channel"":	""6"",
				""TransmitPower"":	""100"",
				""Enable"":	1,
				""SSIDStandard"":	""802.11ax"",
				""NoiseLevel"":	""-93"",
				""InterferencePercent"":	59
			}, {
				""Radio"":	""5G"",
				""Channel"":	""48"",
				""TransmitPower"":	""100"",
				""Enable"":	1,
				""SSIDStandard"":	""802.11ax"",
				""NoiseLevel"":	""-93"",
				""InterferencePercent"":	4
			}],
		""Configurations"":	[{
				""Radio"":	""2.4G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	""13903563611"",
				""SSID"":	""CMCC-202"",
				""Index"":	1,
				""Enable"":	1,
				""SSIDAdvertisementEnabled"":	1,
				""SecurityMode"":	""MIXED-WPAPSK2""
			}, {
				""Radio"":	""2.4G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	"">fk2XZwL"",
				""SSID"":	""CMCC-GUIDE-LINK"",
				""Index"":	2,
				""Enable"":	1,
				""SSIDAdvertisementEnabled"":	0,
				""SecurityMode"":	""WPA2-Personal""
			}, {
				""Radio"":	""2.4G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	""!@#$%12345"",
				""SSID"":	""SSID3"",
				""Index"":	3,
				""Enable"":	0,
				""SSIDAdvertisementEnabled"":	1,
				""SecurityMode"":	""MIXED-WPAPSK2""
			}, {
				""Radio"":	""2.4G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	"""",
				""SSID"":	""CMCC-QLINK"",
				""Index"":	4,
				""Enable"":	0,
				""SSIDAdvertisementEnabled"":	0,
				""SecurityMode"":	""None""
			}, {
				""Radio"":	""5G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	""13903563611"",
				""SSID"":	""CMCC-202-5G"",
				""Index"":	5,
				""Enable"":	1,
				""SSIDAdvertisementEnabled"":	1,
				""SecurityMode"":	""MIXED-WPAPSK2""
			}, {
				""Radio"":	""5G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	""bbyh9575"",
				""SSID"":	""MESH-B7D904"",
				""Index"":	6,
				""Enable"":	1,
				""SSIDAdvertisementEnabled"":	0,
				""SecurityMode"":	""MIXED-WPAPSK2""
			}, {
				""Radio"":	""5G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	""!@#$%12345"",
				""SSID"":	""SSID7"",
				""Index"":	7,
				""Enable"":	0,
				""SSIDAdvertisementEnabled"":	1,
				""SecurityMode"":	""MIXED-WPAPSK2""
			}, {
				""Radio"":	""5G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	""!@#$%12345"",
				""SSID"":	""SSID8"",
				""Index"":	8,
				""Enable"":	0,
				""SSIDAdvertisementEnabled"":	0,
				""SecurityMode"":	""MIXED-WPAPSK2""
			}]
	},
	""deviceId"":	""""
}",2790.0,2.0,False
211.142.65.202,/apdevice/query/UplinkStatus,1.0,2.0,2.0,2.05 Content,37428.0,11e6,"{""CONTENT_FORMAT"": ""JSON""}","{
	""data"":	{
		""UplinkType"":	""Ethernet"",
		""MacAddress"":	""D8E844B7D904"",
		""Radio"":	"""",
		""SSID"":	"""",
		""Noise"":	"""",
		""SNR"":	"""",
		""RSSI"":	"""",
		""RxRate"":	""1000"",
		""TxRate"":	""1000"",
		""RxRate_rt"":	""0.0514"",
		""TxRate_rt"":	""0.0000"",
		""Channel"":	""""
	},
	""deviceId"":	""""
}",271.0,2.0,False
211.142.65.202,/apdevice/query/STAInfo,1.0,2.0,2.0,2.05 Content,32360.0,d195,"{""CONTENT_FORMAT"": ""JSON""}","{
	""data"":	{
		""Devices"":	[{
				""IPAddress"":	""192.168.10.2"",
				""STAIPv6IPAddress"":	""fe80::7cd8:faff:febe:527b"",
				""MacAddress"":	""7ED8FABE527B"",
				""VMacAddress"":	""7ED8FABE527B"",
				""STAType"":	"""",
				""HostName"":	"""",
				""UpTime"":	""115300"",
				""Radio"":	""5G"",
				""SSID"":	""CMCC-202-5G"",
				""RSSI"":	""-35"",
				""RxRate"":	""960"",
				""TxRate"":	""960"",
				""RxRate_rt"":	""0.0000"",
				""TxRate_rt"":	""0.0160""
			}, {
				""IPAddress"":	""192.168.10.117"",
				""STAIPv6IPAddress"":	""fe80::70:83ff:fe99:b186"",
				""MacAddress"":	""02708399B186"",
				""VMacAddress"":	""02708399B186"",
				""STAType"":	""phone"",
				""HostName"":	""ICL-AL20"",
				""UpTime"":	""7386"",
				""Radio"":	""2.4G"",
				""SSID"":	""CMCC-202"",
				""RSSI"":	""-62"",
				""RxRate"":	""137"",
				""TxRate"":	""175"",
				""RxRate_rt"":	""0.0000"",
				""TxRate_rt"":	""0.0000""
			}, {
				""IPAddress"":	""192.168.10.76"",
				""STAIPv6IPAddress"":	""fe80::14d5:7dc:fa60:73bf"",
				""MacAddress"":	""828DAB69B44C"",
				""VMacAddress"":	""828DAB69B44C"",
				""STAType"":	"""",
				""HostName"":	"""",
				""UpTime"":	""24226"",
				""Radio"":	""2.4G"",
				""SSID"":	""CMCC-202"",
				""RSSI"":	""-73"",
				""RxRate"":	""103"",
				""TxRate"":	""34"",
				""RxRate_rt"":	""0.0000"",
				""TxRate_rt"":	""0.0000""
			}],
		""STANumber"":	3
	},
	""deviceId"":	""""
}",1231.0,2.0,False
211.142.65.202,/apdevice/query/WiFiStats,1.0,2.0,2.0,2.05 Content,61805.0,76ae,"{""CONTENT_FORMAT"": ""JSON""}","{
	""data"":	{
		""Stats"":	[{
				""Radio"":	""2.4G"",
				""DiscardPacketsReceived"":	45563142,
				""SSID"":	""CMCC-202"",
				""Index"":	1,
				""DiscardPacketsSent"":	0,
				""ErrorsSent"":	0,
				""TotalBytesReceived"":	606713887,
				""TotalPacketsReceived"":	277794330,
				""TotalBytesSent"":	755155273,
				""TotalPacketsSent"":	461187310,
				""ErrorsReceived"":	45563142
			}, {
				""Radio"":	""5G"",
				""DiscardPacketsReceived"":	0,
				""SSID"":	""CMCC-202-5G"",
				""Index"":	5,
				""DiscardPacketsSent"":	0,
				""ErrorsSent"":	0,
				""TotalBytesReceived"":	946301465,
				""TotalPacketsReceived"":	429026701,
				""TotalBytesSent"":	3742690040,
				""TotalPacketsSent"":	668775655,
				""ErrorsReceived"":	0
			}, {
				""DiscardPacketsReceived"":	0,
				""SSID"":	"""",
				""Index"":	1,
				""Radio"":	""0"",
				""DiscardPacketsSent"":	0,
				""ErrorsSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsReceived"":	0,
				""TotalBytesSent"":	0,
				""TotalPacketsSent"":	0,
				""ErrorsReceived"":	0
			}, {
				""DiscardPacketsReceived"":	0,
				""SSID"":	"""",
				""Index"":	2,
				""Radio"":	""0"",
				""DiscardPacketsSent"":	0,
				""ErrorsSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsReceived"":	0,
				""TotalBytesSent"":	0,
				""TotalPacketsSent"":	0,
				""ErrorsReceived"":	0
			}, {
				""DiscardPacketsReceived"":	0,
				""SSID"":	"""",
				""Index"":	3,
				""Radio"":	""0"",
				""DiscardPacketsSent"":	0,
				""ErrorsSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsReceived"":	0,
				""TotalBytesSent"":	0,
				""TotalPacketsSent"":	0,
				""ErrorsReceived"":	0
			}]
	},
	""deviceId"":	""""
}",1533.0,2.0,False
211.142.65.202,/apdevice/query/WiFiStatus,1.0,2.0,2.0,2.05 Content,24433.0,21e7,"{""CONTENT_FORMAT"": ""JSON""}","{
	""data"":	{
		""Radios"":	[{
				""Radio"":	""2.4G"",
				""Channel"":	""6"",
				""TransmitPower"":	""100"",
				""Enable"":	1
			}, {
				""Radio"":	""5G"",
				""Channel"":	""48"",
				""TransmitPower"":	""100"",
				""Enable"":	1
			}],
		""Configurations"":	[{
				""Radio"":	""2.4G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	""13903563611"",
				""SSID"":	""CMCC-202"",
				""Index"":	1,
				""Enable"":	1,
				""SSIDAdvertisementEnabled"":	1,
				""SecurityMode"":	""MIXED-WPAPSK2""
			}, {
				""Radio"":	""2.4G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	"">fk2XZwL"",
				""SSID"":	""CMCC-GUIDE-LINK"",
				""Index"":	2,
				""Enable"":	1,
				""SSIDAdvertisementEnabled"":	0,
				""SecurityMode"":	""WPA2-Personal""
			}, {
				""Radio"":	""2.4G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	""!@#$%12345"",
				""SSID"":	""SSID3"",
				""Index"":	3,
				""Enable"":	0,
				""SSIDAdvertisementEnabled"":	1,
				""SecurityMode"":	""MIXED-WPAPSK2""
			}, {
				""Radio"":	""2.4G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	"""",
				""SSID"":	""CMCC-QLINK"",
				""Index"":	4,
				""Enable"":	0,
				""SSIDAdvertisementEnabled"":	0,
				""SecurityMode"":	""None""
			}, {
				""Radio"":	""5G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	""13903563611"",
				""SSID"":	""CMCC-202-5G"",
				""Index"":	5,
				""Enable"":	1,
				""SSIDAdvertisementEnabled"":	1,
				""SecurityMode"":	""MIXED-WPAPSK2""
			}, {
				""Radio"":	""5G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	""bbyh9575"",
				""SSID"":	""MESH-B7D904"",
				""Index"":	6,
				""Enable"":	1,
				""SSIDAdvertisementEnabled"":	0,
				""SecurityMode"":	""MIXED-WPAPSK2""
			}, {
				""Radio"":	""5G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	""!@#$%12345"",
				""SSID"":	""SSID7"",
				""Index"":	7,
				""Enable"":	0,
				""SSIDAdvertisementEnabled"":	1,
				""SecurityMode"":	""MIXED-WPAPSK2""
			}, {
				""Radio"":	""5G"",
				""MaxAssociateNum"":	64,
				""Pwd"":	""!@#$%12345"",
				""SSID"":	""SSID8"",
				""Index"":	8,
				""Enable"":	0,
				""SSIDAdvertisementEnabled"":	0,
				""SecurityMode"":	""MIXED-WPAPSK2""
			}]
	},
	""deviceId"":	""""
}",1903.0,2.0,False
