saddr,uri,version,mtype,token_length,code,mid,token,options,data,data_length,observable,user_inserted
135.0.168.83,/qlink/searchgw,1,2,2,4.05 Method Not Allowed,15690,2214,,Method Not Allowed,18,3,False
135.0.168.83,/qlink/request,1,2,2,4.05 Method Not Allowed,35797,2057,,Method Not Allowed,18,3,False
135.0.168.83,/qlink/success,1,2,2,4.05 Method Not Allowed,50864,9586,,Method Not Allowed,18,3,False
135.0.168.83,/device/inform/bootstrap,1,2,2,4.05 Method Not Allowed,42143,28c4,,Method Not Allowed,18,3,False
135.0.168.83,/device/inform/boot,1,2,2,4.05 Method Not Allowed,21940,870e,,Method Not Allowed,18,3,False
135.0.168.83,/device/inform/syncreq,1,2,2,4.05 Method Not Allowed,3253,a04f,,Method Not Allowed,18,3,False
135.0.168.83,/device/inform/offline,1,2,2,4.05 Method Not Allowed,17896,a902,,Method Not Allowed,18,3,False
135.0.168.83,/device/inform/heartbeat,1,2,2,4.05 Method Not Allowed,18017,f91d,,Method Not Allowed,18,3,False
135.0.168.83,/device/inform/data,1,2,2,4.05 Method Not Allowed,597,6333,,Method Not Allowed,18,3,False
135.0.168.83,/device/inform/change,1,2,2,4.05 Method Not Allowed,2377,d6ec,,Method Not Allowed,18,3,False
135.0.168.83,/async,1,0,2,2.05 Content,27982,3fad,,done,4,3,False
135.0.231.45,/,1,2,2,2.05 Content,3737,4bb0,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127,3,False
135.0.231.45,/qlink/searchfh,1,2,2,4.05 Method Not Allowed,6140,fd0e,,Method Not Allowed,18,3,False
135.0.231.45,/qlink/searchgw,1,2,2,4.05 Method Not Allowed,15691,2215,,Method Not Allowed,18,3,False
135.0.231.45,/qlink/request,1,2,2,4.05 Method Not Allowed,35798,2058,,Method Not Allowed,18,3,False
135.0.231.45,/qlink/success,1,2,2,4.05 Method Not Allowed,50865,9587,,Method Not Allowed,18,3,False
135.0.231.45,/device/inform/bootstrap,1,2,2,4.05 Method Not Allowed,42144,28c5,,Method Not Allowed,18,3,False
135.0.231.45,/device/inform/boot,1,2,2,4.05 Method Not Allowed,21941,870f,,Method Not Allowed,18,3,False
135.0.231.45,/device/inform/syncreq,1,2,2,4.05 Method Not Allowed,3254,a050,,Method Not Allowed,18,3,False
135.0.231.45,/device/inform/offline,1,2,2,4.05 Method Not Allowed,17897,a903,,Method Not Allowed,18,3,False
135.0.231.45,/device/inform/heartbeat,1,2,2,4.05 Method Not Allowed,18018,f91e,,Method Not Allowed,18,3,False
135.0.231.45,/device/inform/data,1,2,2,4.05 Method Not Allowed,598,6334,,Method Not Allowed,18,3,False
135.0.231.45,/device/inform/change,1,2,2,4.05 Method Not Allowed,2378,d6ed,,Method Not Allowed,18,3,False
135.0.231.45,/async,1,0,2,2.05 Content,52613,3fae,,done,4,3,False
135.0.164.198,/,1,2,2,2.05 Content,3738,4bb1,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127,3,False
135.0.164.198,/qlink/searchfh,1,2,2,4.05 Method Not Allowed,6141,fd0f,,Method Not Allowed,18,3,False
135.0.164.198,/qlink/searchgw,1,2,2,4.05 Method Not Allowed,15692,2216,,Method Not Allowed,18,3,False
135.0.164.198,/qlink/request,1,2,2,4.05 Method Not Allowed,35799,2059,,Method Not Allowed,18,3,False
135.0.164.198,/qlink/success,1,2,2,4.05 Method Not Allowed,50866,9588,,Method Not Allowed,18,3,False
135.0.164.198,/device/inform/bootstrap,1,2,2,4.05 Method Not Allowed,42145,28c6,,Method Not Allowed,18,3,False
135.0.164.198,/device/inform/boot,1,2,2,4.05 Method Not Allowed,21942,8710,,Method Not Allowed,18,3,False
135.0.164.198,/device/inform/syncreq,1,2,2,4.05 Method Not Allowed,3255,a051,,Method Not Allowed,18,3,False
135.0.164.198,/device/inform/offline,1,2,2,4.05 Method Not Allowed,17898,a904,,Method Not Allowed,18,3,False
135.0.164.198,/device/inform/heartbeat,1,2,2,4.05 Method Not Allowed,18019,f91f,,Method Not Allowed,18,3,False
135.0.164.198,/device/inform/data,1,2,2,4.05 Method Not Allowed,599,6335,,Method Not Allowed,18,3,False
135.0.164.198,/device/inform/change,1,2,2,4.05 Method Not Allowed,2379,d6ee,,Method Not Allowed,18,3,False
135.0.164.198,/async,1,0,2,2.05 Content,4663,3faf,,done,4,3,False
135.0.240.157,/,1,2,2,2.05 Content,3739,4bb2,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127,3,False
135.0.240.157,/qlink/searchfh,1,2,2,4.05 Method Not Allowed,6142,fd10,,Method Not Allowed,18,3,False
135.0.240.157,/qlink/searchgw,1,2,2,4.05 Method Not Allowed,15693,2217,,Method Not Allowed,18,3,False
135.0.240.157,/qlink/request,1,2,2,4.05 Method Not Allowed,35800,205a,,Method Not Allowed,18,3,False
135.0.240.157,/qlink/success,1,2,2,4.05 Method Not Allowed,50867,9589,,Method Not Allowed,18,3,False
135.0.240.157,/device/inform/bootstrap,1,2,2,4.05 Method Not Allowed,42146,28c7,,Method Not Allowed,18,3,False
135.0.240.157,/device/inform/boot,1,2,2,4.05 Method Not Allowed,21943,8711,,Method Not Allowed,18,3,False
135.0.240.157,/device/inform/syncreq,1,2,2,4.05 Method Not Allowed,3256,a052,,Method Not Allowed,18,3,False
135.0.240.157,/device/inform/offline,1,2,2,4.05 Method Not Allowed,17899,a905,,Method Not Allowed,18,3,False
135.0.240.157,/device/inform/heartbeat,1,2,2,4.05 Method Not Allowed,18020,f920,,Method Not Allowed,18,3,False
135.0.240.157,/device/inform/data,1,2,2,4.05 Method Not Allowed,600,6336,,Method Not Allowed,18,3,False
135.0.240.157,/device/inform/change,1,2,2,4.05 Method Not Allowed,2380,d6ef,,Method Not Allowed,18,3,False
135.0.240.157,/async,1,0,2,2.05 Content,980,3fb0,,done,4,3,False
135.0.178.13,/,1,2,2,2.05 Content,3740,4bb3,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127,3,False
135.0.178.13,/qlink/searchfh,1,2,2,4.05 Method Not Allowed,6143,fd11,,Method Not Allowed,18,3,False
135.0.178.13,/qlink/searchgw,1,2,2,4.05 Method Not Allowed,15694,2218,,Method Not Allowed,18,3,False
135.0.178.13,/qlink/request,1,2,2,4.05 Method Not Allowed,35801,205b,,Method Not Allowed,18,3,False
135.0.178.13,/qlink/success,1,2,2,4.05 Method Not Allowed,50868,958a,,Method Not Allowed,18,3,False
135.0.178.13,/device/inform/bootstrap,1,2,2,4.05 Method Not Allowed,42147,28c8,,Method Not Allowed,18,3,False
135.0.178.13,/device/inform/boot,1,2,2,4.05 Method Not Allowed,21944,8712,,Method Not Allowed,18,3,False
135.0.178.13,/device/inform/syncreq,1,2,2,4.05 Method Not Allowed,3257,a053,,Method Not Allowed,18,3,False
135.0.178.13,/device/inform/offline,1,2,2,4.05 Method Not Allowed,17900,a906,,Method Not Allowed,18,3,False
135.0.178.13,/device/inform/heartbeat,1,2,2,4.05 Method Not Allowed,18021,f921,,Method Not Allowed,18,3,False
135.0.178.13,/device/inform/data,1,2,2,4.05 Method Not Allowed,601,6337,,Method Not Allowed,18,3,False
135.0.178.13,/device/inform/change,1,2,2,4.05 Method Not Allowed,2381,d6f0,,Method Not Allowed,18,3,False
135.0.178.13,/async,1,0,2,2.05 Content,48302,3fb1,,done,4,3,False
135.0.253.147,/,1,2,2,2.05 Content,3741,4bb4,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127,3,False
135.0.253.147,/qlink/searchfh,1,2,2,4.05 Method Not Allowed,6144,fd12,,Method Not Allowed,18,3,False
135.0.253.147,/qlink/searchgw,1,2,2,4.05 Method Not Allowed,15695,2219,,Method Not Allowed,18,3,False
135.0.253.147,/qlink/request,1,2,2,4.05 Method Not Allowed,35802,205c,,Method Not Allowed,18,3,False
135.0.253.147,/qlink/success,1,2,2,4.05 Method Not Allowed,50869,958b,,Method Not Allowed,18,3,False
135.0.253.147,/device/inform/bootstrap,1,2,2,4.05 Method Not Allowed,42148,28c9,,Method Not Allowed,18,3,False
135.0.253.147,/device/inform/boot,1,2,2,4.05 Method Not Allowed,21945,8713,,Method Not Allowed,18,3,False
135.0.253.147,/device/inform/syncreq,1,2,2,4.05 Method Not Allowed,3258,a054,,Method Not Allowed,18,3,False
135.0.253.147,/device/inform/offline,1,2,2,4.05 Method Not Allowed,17901,a907,,Method Not Allowed,18,3,False
135.0.253.147,/device/inform/heartbeat,1,2,2,4.05 Method Not Allowed,18022,f922,,Method Not Allowed,18,3,False
135.0.253.147,/device/inform/data,1,2,2,4.05 Method Not Allowed,602,6338,,Method Not Allowed,18,3,False
135.0.253.147,/device/inform/change,1,2,2,4.05 Method Not Allowed,2382,d6f1,,Method Not Allowed,18,3,False
135.0.253.147,/async,1,0,2,2.05 Content,51393,3fb2,,done,4,3,False
128.204.24.150,/register,1,2,2,4.05 Method Not Allowed,3742,4bb5,,,0,3,False
128.204.24.150,/ndm/dis,1,2,2,4.00 Bad Request,6145,fd13,,,0,3,False
128.204.24.150,/ndm/ci,1,2,2,4.00 Bad Request,15696,221a,,0x1,3,3,False
128.204.24.150,/mirror,1,2,2,4.05 Method Not Allowed,35803,205d,,,0,3,False
128.204.24.150,/uhp,1,2,2,4.05 Method Not Allowed,50870,958c,,,0,3,False
128.204.24.150,/ndm/logout,1,2,2,4.05 Method Not Allowed,42149,28ca,,,0,3,False
128.204.24.150,/ndm/login,1,2,2,4.05 Method Not Allowed,21946,8714,,,0,3,False
128.204.24.150,/info,1,2,2,2.05 Content,3259,a055,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""b92adf18-db7e-11e6-8115-ff0c29d82b85"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130,3,False
128.204.24.150,/,1,2,2,4.04 Not Found,17902,a908,,,0,3,True
135.0.223.246,/,1,2,2,2.05 Content,3743,4bb6,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127,3,False
135.0.223.246,/qlink/searchfh,1,2,2,4.05 Method Not Allowed,6146,fd14,,Method Not Allowed,18,3,False
135.0.223.246,/qlink/searchgw,1,2,2,4.05 Method Not Allowed,15697,221b,,Method Not Allowed,18,3,False
135.0.223.246,/qlink/request,1,2,2,4.05 Method Not Allowed,35804,205e,,Method Not Allowed,18,3,False
135.0.223.246,/qlink/success,1,2,2,4.05 Method Not Allowed,50871,958d,,Method Not Allowed,18,3,False
135.0.223.246,/device/inform/bootstrap,1,2,2,4.05 Method Not Allowed,42150,28cb,,Method Not Allowed,18,3,False
135.0.223.246,/device/inform/boot,1,2,2,4.05 Method Not Allowed,21947,8715,,Method Not Allowed,18,3,False
135.0.223.246,/device/inform/syncreq,1,2,2,4.05 Method Not Allowed,3260,a056,,Method Not Allowed,18,3,False
135.0.223.246,/device/inform/offline,1,2,2,4.05 Method Not Allowed,17903,a909,,Method Not Allowed,18,3,False
135.0.223.246,/device/inform/heartbeat,1,2,2,4.05 Method Not Allowed,18023,f923,,Method Not Allowed,18,3,False
135.0.223.246,/device/inform/data,1,2,2,4.05 Method Not Allowed,603,6339,,Method Not Allowed,18,3,False
135.0.223.246,/device/inform/change,1,2,2,4.05 Method Not Allowed,2383,d6f2,,Method Not Allowed,18,3,False
135.0.223.246,/async,1,0,2,2.05 Content,39116,3fb3,,done,4,3,False
135.0.192.10,/,1,2,2,2.05 Content,3744,4bb7,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127,3,False
135.0.192.10,/qlink/searchfh,1,2,2,4.05 Method Not Allowed,6147,fd15,,Method Not Allowed,18,3,False
135.0.192.10,/qlink/searchgw,1,2,2,4.05 Method Not Allowed,15698,221c,,Method Not Allowed,18,3,False
135.0.192.10,/qlink/request,1,2,2,4.05 Method Not Allowed,35805,205f,,Method Not Allowed,18,3,False
135.0.192.10,/qlink/success,1,2,2,4.05 Method Not Allowed,50872,958e,,Method Not Allowed,18,3,False
135.0.192.10,/device/inform/bootstrap,1,2,2,4.05 Method Not Allowed,42151,28cc,,Method Not Allowed,18,3,False
135.0.192.10,/device/inform/boot,1,2,2,4.05 Method Not Allowed,21948,8716,,Method Not Allowed,18,3,False
135.0.192.10,/device/inform/syncreq,1,2,2,4.05 Method Not Allowed,3261,a057,,Method Not Allowed,18,3,False
135.0.192.10,/device/inform/offline,1,2,2,4.05 Method Not Allowed,17904,a90a,,Method Not Allowed,18,3,False
135.0.192.10,/device/inform/heartbeat,1,2,2,4.05 Method Not Allowed,18024,f924,,Method Not Allowed,18,3,False
135.0.192.10,/device/inform/data,1,2,2,4.05 Method Not Allowed,604,633a,,Method Not Allowed,18,3,False
135.0.192.10,/device/inform/change,1,2,2,4.05 Method Not Allowed,2384,d6f3,,Method Not Allowed,18,3,False
135.0.192.10,/async,1,0,2,2.05 Content,19440,3fb4,,done,4,3,False
135.0.157.29,/,1,2,2,2.05 Content,3745,4bb8,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127,3,False
135.0.157.29,/qlink/searchfh,1,2,2,4.05 Method Not Allowed,6148,fd16,,Method Not Allowed,18,3,False
135.0.157.29,/qlink/searchgw,1,2,2,4.05 Method Not Allowed,15699,221d,,Method Not Allowed,18,3,False
135.0.157.29,/qlink/request,1,2,2,4.05 Method Not Allowed,35806,2060,,Method Not Allowed,18,3,False
135.0.157.29,/qlink/success,1,2,2,4.05 Method Not Allowed,50873,958f,,Method Not Allowed,18,3,False
135.0.157.29,/device/inform/bootstrap,1,2,2,4.05 Method Not Allowed,42152,28cd,,Method Not Allowed,18,3,False
135.0.157.29,/device/inform/boot,1,2,2,4.05 Method Not Allowed,21949,8717,,Method Not Allowed,18,3,False
135.0.157.29,/device/inform/syncreq,1,2,2,4.05 Method Not Allowed,3262,a058,,Method Not Allowed,18,3,False
135.0.157.29,/device/inform/offline,1,2,2,4.05 Method Not Allowed,17905,a90b,,Method Not Allowed,18,3,False
135.0.157.29,/device/inform/heartbeat,1,2,2,4.05 Method Not Allowed,18025,f925,,Method Not Allowed,18,3,False
135.0.157.29,/device/inform/data,1,2,2,4.05 Method Not Allowed,605,633b,,Method Not Allowed,18,3,False
135.0.157.29,/device/inform/change,1,2,2,4.05 Method Not Allowed,2385,d6f4,,Method Not Allowed,18,3,False
135.0.157.29,/async,1,0,2,2.05 Content,22332,3fb5,,done,4,3,False
135.0.242.3,/,1,2,2,2.05 Content,3746,4bb9,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127,3,False
135.0.242.3,/qlink/searchfh,1,2,2,4.05 Method Not Allowed,6149,fd17,,Method Not Allowed,18,3,False
135.0.242.3,/qlink/searchgw,1,2,2,4.05 Method Not Allowed,15700,221e,,Method Not Allowed,18,3,False
135.0.242.3,/qlink/request,1,2,2,4.05 Method Not Allowed,35807,2061,,Method Not Allowed,18,3,False
135.0.242.3,/qlink/success,1,2,2,4.05 Method Not Allowed,50874,9590,,Method Not Allowed,18,3,False
135.0.242.3,/device/inform/bootstrap,1,2,2,4.05 Method Not Allowed,42153,28ce,,Method Not Allowed,18,3,False
135.0.242.3,/device/inform/boot,1,2,2,4.05 Method Not Allowed,21950,8718,,Method Not Allowed,18,3,False
135.0.242.3,/device/inform/syncreq,1,2,2,4.05 Method Not Allowed,3263,a059,,Method Not Allowed,18,3,False
135.0.242.3,/device/inform/offline,1,2,2,4.05 Method Not Allowed,17906,a90c,,Method Not Allowed,18,3,False
135.0.242.3,/device/inform/heartbeat,1,2,2,4.05 Method Not Allowed,18026,f926,,Method Not Allowed,18,3,False
135.0.242.3,/device/inform/data,1,2,2,4.05 Method Not Allowed,606,633c,,Method Not Allowed,18,3,False
135.0.242.3,/device/inform/change,1,2,2,4.05 Method Not Allowed,2386,d6f5,,Method Not Allowed,18,3,False
135.0.242.3,/async,1,0,2,2.05 Content,40305,3fb6,,done,4,3,False
135.0.243.87,/,1,2,2,2.05 Content,3747,4bba,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127,3,False
135.0.243.87,/qlink/searchfh,1,2,2,4.05 Method Not Allowed,6150,fd18,,Method Not Allowed,18,3,False
135.0.243.87,/qlink/searchgw,1,2,2,4.05 Method Not Allowed,15701,221f,,Method Not Allowed,18,3,False
135.0.243.87,/qlink/request,1,2,2,4.05 Method Not Allowed,35808,2062,,Method Not Allowed,18,3,False
135.0.243.87,/qlink/success,1,2,2,4.05 Method Not Allowed,50875,9591,,Method Not Allowed,18,3,False
135.0.243.87,/device/inform/bootstrap,1,2,2,4.05 Method Not Allowed,42154,28cf,,Method Not Allowed,18,3,False
135.0.243.87,/device/inform/boot,1,2,2,4.05 Method Not Allowed,21951,8719,,Method Not Allowed,18,3,False
135.0.243.87,/device/inform/syncreq,1,2,2,4.05 Method Not Allowed,3264,a05a,,Method Not Allowed,18,3,False
135.0.243.87,/device/inform/offline,1,2,2,4.05 Method Not Allowed,17907,a90d,,Method Not Allowed,18,3,False
135.0.243.87,/device/inform/heartbeat,1,2,2,4.05 Method Not Allowed,18027,f927,,Method Not Allowed,18,3,False
135.0.243.87,/device/inform/data,1,2,2,4.05 Method Not Allowed,607,633d,,Method Not Allowed,18,3,False
135.0.243.87,/device/inform/change,1,2,2,4.05 Method Not Allowed,2387,d6f6,,Method Not Allowed,18,3,False
135.0.243.87,/async,1,0,2,2.05 Content,36223,3fb7,,done,4,3,False
